Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	-864.8396	-981.081	116.2414	0.819489	0.0534255	0.0543785	0.0727065	0.4860678	0.2038619	0.7719209	0.08920546
6	-846.6627	-962.9628	116.3001	0.856916	0.0369825	0.0500341	0.0560677	0.4939223	0.1836388	0.6996279	0.08920546
12	-850.321	-966.3446	116.0237	0.860766	0.0455396	0.0517169	0.0419779	0.5084878	0.5175281	0.781032	0.1070124
18	-852.9368	-969.0173	116.0805	0.815574	0.0714409	0.0471317	0.0658535	0.5477913	0.4330779	0.7634569	0.1070124
24	-848.7096	-964.4006	115.691	0.873324	0.0638131	0.0420995	0.0207637	0.6647978	0.5876133	0.9083657	0.1076724
30	-856.4394	-972.1895	115.75	0.85987	0.0507401	0.057307	0.0320833	0.6237491	0.3524407	1.217921	0.1309094
36	-845.5708	-961.2809	115.7101	0.887558	0.0167726	0.0586947	0.0369748	0.711539	0.429631	1.103481	0.1309094
42	-858.4076	-973.9123	115.5046	0.887558	0.0167726	0.0586947	0.0369748	0.6613785	0.687158	1.103481	0.1306086
48	-848.1647	-963.6978	115.5331	0.882913	0.0256974	0.0448311	0.0465586	0.6924122	0.7689303	0.8472699	0.1076988
54	-854.4778	-969.9653	115.4875	0.723391	0.204357	0.0367312	0.0355207	0.6924122	0.794806	0.8708881	0.1076988
60	-850.5091	-966.1932	115.6841	0.872613	0.0440509	0.0523168	0.0310192	0.6836539	0.8989618	0.813051	0.2036788
66	-855.1883	-970.8579	115.6695	0.902808	0.0455752	0.0409074	0.0107095	0.664572	0.585353	1.168689	0.2036788
72	-860.1311	-975.8307	115.6996	0.859541	0.0952912	0.0187755	0.0263918	0.6334757	0.5313393	1.116667	0.1377169
78	-856.345	-972.2204	115.8754	0.913687	0.0206951	0.0507653	0.0148531	0.5534904	0.6731251	0.881491	0.1377169
84	-845.0544	-961.0878	116.0334	0.883333	0.0200075	0.0822999	0.0143596	0.4978424	0.5059922	0.9536559	0.1377169
90	-847.0993	-962.5296	115.4303	0.830364	0.0553561	0.112427	0.00185246	0.5910784	0.8053719	0.7816938	0.07911492
96	-837.3775	-953.1319	115.7544	0.871058	0.0685059	0.058493	0.00194325	0.5910784	0.6883144	0.9496812	0.1362007
102	-838.3211	-953.7568	115.4356	0.929404	0.0449474	0.0246998	0.000949006	0.749817	0.632523	1.115372	0.1261369
108	-841.6337	-957.2438	115.61	0.920074	0.0270321	0.0517613	0.00113296	0.6650258	0.7736441	0.979159	0.1532406
114	-853.6875	-969.2159	115.5284	0.880424	0.01075	0.107164	0.00166164	0.7970176	0.4570406	1.217472	0.1532406
120	-859.4369	-974.9598	115.523	0.751339	0.152336	0.0898635	0.00646108	0.7970176	0.4450906	1.288243	0.1973079
126	-857.9973	-973.751	115.7537	0.82545	0.0612706	0.105681	0.00759833	0.6043543	0.2213569	1.355278	0.1367708
132	-848.5097	-964.5754	116.0656	0.907028	0.0673258	0.017297	0.00834926	0.5966208	0.4750431	0.8334221	0.1367708
138	-861.706	-977.4774	115.7714	0.90296	0.0702718	0.0180539	0.0087146	0.5931122	0.4701106	1.142623	0.1367708
144	-859.5607	-975.4455	115.8848	0.892284	0.069441	0.0178404	0.0204349	0.5931122	0.3828439	1.142623	0.1455847
150	-858.9135	-974.8055	115.892	0.807641	0.112701	0.0306309	0.0490268	0.5477863	0.5712855	0.986835	0.1398456
156	-856.2173	-970.8597	114.6424	0.849449	0.060502	0.0161453	0.0739037	0.5477863	0.6466799	0.8135585	1.862892
162	-854.4106	-968.5295	114.119	0.898584	0.0181952	0.0050427	0.0781785	0.5008983	0.8473908	0.5631058	2.568421
168	-851.4575	-965.8696	114.4121	0.881896	0.0079836	0.033394	0.0767267	0.6701681	0.7661821	0.8730577	1.779144
174	-856.2596	-970.6153	114.3557	0.476075	0.365068	0.00660284	0.152254	0.1147659	0.8323667	1.033273	1.733103
180	-863.8376	-978.1	114.2625	0.519979	0.10467	0.00747806	0.367874	0.1031377	0.7811905	1.086523	1.762062
186	-865.7518	-979.8034	114.0517	0.265473	0.516986	0.00604027	0.211501	0.08406826	0.7915155	1.068872	1.853393
192	-868.805	-981.639	112.834	0.21833	0.274714	0.0394469	0.467509	0.1187505	0.7915155	1.195012	3.961051
198	-851.8831	-966.8955	115.0125	0.106073	0.603421	0.0201114	0.270395	0.1006884	0.5905959	1.22893	0.9463412
204	-851.0936	-962.4907	111.3971	0.110568	0.467725	0.0143371	0.407369	0.1006073	0.649965	1.102821	7.998205
210	-859.5464	-974.7596	115.2133	0.0558922	0.746915	0.0280627	0.16913	0.08145074	0.522004	1.287694	0.6021691
216	-862.8552	-975.8629	113.0077	0.149376	0.568501	0.0244673	0.257656	0.1014402	0.682692	1.39603	3.206099
222	-861.7972	-975.2308	113.4336	0.385069	0.513721	0.00877556	0.092435	0.1113991	0.492911	1.397928	2.902123
228	-859.4017	-973.3861	113.9844	0.153886	0.610496	0.0200688	0.215549	0.1014811	0.3539007	1.392772	2.199561
234	-873.5942	-986.8093	113.2151	0.173544	0.448957	0.021802	0.355697	0.08660067	0.3396097	1.392772	3.252897
